polygon_yv7whyct;74.35310541665405,31.581372046655048@74.35313106364694,31.581111319643156@74.35342343935216,31.581137538034326@74.35340634135878,31.581399721545907@74.35310541665405,31.581372046655048
polygon_vv7cz5io;74.35367136024013,31.581012272349113@74.35372265422208,31.580656866377723@74.35376710900965,31.580662692716274@74.35372094442437,31.58101809866548@74.35367136024013,31.581012272349113
polygon_dfmszz3i;74.35364400344778,31.581150647258056@74.35366281124251,31.58103120787507@74.35371410522632,31.581037034190246@74.35369529743161,31.581157930142595@74.35364400344778,31.581150647258056
polygon_v28imul0;74.35378573533569,31.580733837042985@74.35379599413278,31.580662464427533@74.35386951550853,31.5806726605191@74.35385754691185,31.580742576542633@74.35378573533569,31.580733837042985
polygon_1jl65u5m;74.3538814839155,31.580636245870863@74.35389345251028,31.580564873181473@74.35436022776304,31.580621680020485@74.3543516787654,31.580694509250463@74.3538814839155,31.580636245870863
polygon_j0jzhw92;74.3544626145476,31.580726553963032@74.35448142234048,31.5806143969628@74.35454981431948,31.58062459305968@74.35453271632423,31.580738206630215@74.3544626145476,31.580726553963032
polygon_2xew7erk;74.35381446005837,31.581230589054343@74.35391635120729,31.581236375781614@74.35401484598441,31.58075028938802@74.35411334075971,31.580761862903486@74.35412013350322,31.580727142354377@74.35417107907762,31.580738715871902@74.3541642863342,31.58077054303837@74.35423900651085,31.580782116551333@74.35417107907762,31.58125373596377@74.35460241827366,31.58130002976459@74.35458543641673,31.581427337600118@74.35451750898352,31.58142155088386@74.35451071624004,31.581447591103355@74.35445977066556,31.581444697745894@74.35445297792202,31.581467844602145@74.35377370359916,31.581412870809615@74.35381446005837,31.581230589054343
polygon_dqrxtfkv;74.35350743521988,31.58180230514266@74.35355498442263,31.5814985032885@74.35383688326701,31.58152454348567@74.35379273043606,31.58183413194594@74.35350743521988,31.58180230514266
polygon_hzc98smq;74.35395575627282,31.58180809183446@74.35400330547554,31.581570837152768@74.35420029502981,31.58159687733054@74.35413576397019,31.581839918636575@74.35395575627282,31.58180809183446
polygon_gl1g70dn;74.35333422026793,31.581770478327755@74.35334101300955,31.581729971457236@74.35344630053015,31.581729971457236@74.35344630053015,31.58177915836947@74.35333422026793,31.581770478327755
polygon_1ymg1dsh;74.35337158035534,31.581486929864468@74.35337158035534,31.58151007671026@74.35332063478089,31.58151007671026@74.35331384203738,31.581541903613328@74.3532119508885,31.581527436840645@74.3532119508885,31.5814666763698@74.35337158035534,31.581486929864468
polygon_s5rcdmu3;74.35334101300955,31.58169525126874@74.35331384203738,31.58169525126874@74.353347805753,31.581536116904957@74.3534157331863,31.581544796967734@74.3534157331863,31.58152165013057@74.35344290415847,31.58152165013057@74.35344290415847,31.58155347703051@74.35347686787603,31.58155347703051@74.35344969690198,31.581669211118452@74.3533444093813,31.581666317767912@74.35334101300955,31.58169525126874
polygon_94kksb9i;74.35329686017866,31.58167210446895@74.35326112819163,31.581668992875635@74.35326112819163,31.58167839626357@74.35322886266187,31.58167550291327@74.35323056084769,31.581663929512075@74.35318725710974,31.581659589485923@74.35320678624541,31.58155470546363@74.35323225903358,31.58155832215617@74.35323310812655,31.58155036543326@74.35325348635519,31.581552535448054@74.3532527073477,31.581562157091682@74.35331384203738,31.581567943799158@74.35329686017866,31.58167210446895
polygon_1qcuhz86;74.35703771268135,31.577341819688314@74.35704174478042,31.577293728524623@74.35688449293622,31.577283423272604@74.35691674972489,31.57708418816695@74.35764252746802,31.57715632506472@74.3576586558616,31.577118539077404@74.35777558672041,31.57712540925833@74.35773123363583,31.577379605584525@74.3571425472442,31.577310903943427@74.35713448304739,31.577352124933896@74.35703771268135,31.577341819688314
New Lecture Theatre;74.35676503519986,31.578503734987308@74.3567320072143,31.57847911483259@74.35672375021682,31.578456253254714@74.35674026421037,31.578391185656784@74.35675058545573,31.578261050323306@74.3567774206931,31.578243464453692@74.35687031190301,31.578255774562663@74.35688476164563,31.578305014982973@74.35687031190301,31.57834722103712@74.35697146010742,31.57835425537793@74.35699003835029,31.57824170586626@74.35726871197699,31.578276877602974@74.35723568399152,31.578445701755783@74.35720265600597,31.578447460338708@74.35719027051127,31.57854242378869@74.35712421454022,31.578535389462075@74.35714485703102,31.578445701755783@74.35706847981459,31.578442184588596@74.35706228706795,31.57851956222636@74.35695494611537,31.578512527898027@74.35696526736075,31.578424598753074@74.35693017512588,31.578421081585745@74.35691778963115,31.57846680475309@74.35688063314839,31.57845977042139@74.3568888901444,31.578415805834098@74.35685792640825,31.57841053008221@74.35685173366164,31.578491424911064@74.35680632018136,31.578484390580613@74.35680012743325,31.57850549356978@74.35676503519986,31.578503734987308
polygon_id;coordinatespolygon_ivno85xs;74.35703771268135,31.577341819688314@74.35704174478042,31.577293728524623@74.35688449293622,31.577283423272604@74.35691674972489,31.57708418816695@74.35764252746802,31.57715632506472@74.3576586558616,31.577118539077404@74.35777558672041,31.57712540925833@74.35773123363583,31.577379605584525@74.3571425472442,31.577310903943427@74.35713448304739,31.577352124933896@74.35703771268135,31.577341819688314
Department of Civil Engineering;74.35655281417883,31.579606683789137@74.35655281417883,31.57948328504952@74.35682181915041,31.579505320551334@74.35682699232174,31.57944802823758@74.35673904838964,31.579456842441644@74.356744221561,31.57941717851527@74.35683216549504,31.57942599272225@74.35683216549504,31.579346664826417@74.35659419955732,31.579311407962038@74.35661489224847,31.579205637289505@74.35686320453075,31.57922767285615@74.35686837770214,31.579174787486977@74.3567649142521,31.579170380371735@74.35677526059675,31.579121902087834@74.35683216549504,31.57911749497009@74.35684768501287,31.578985281335022@74.356744221561,31.57897646708564@74.35677008742346,31.5788795102917@74.35685285818425,31.57888832455032@74.35690976308254,31.57887069603302@74.3569563216362,31.578901545935395@74.35731844371315,31.578941210082007@74.35763400723837,31.578980874210856@74.35770643165262,31.579011724076736@74.35755640964896,31.57972126818636@74.35655281417883,31.579606683789137
Department of Planning and Architecture;74.3554157205651,31.57942525842853@74.35549199068177,31.579008648861645@74.35618739467807,31.57910802378987@74.35610888132402,31.579516988725587@74.3554157205651,31.57942525842853
Department of Planning and Architecture;74.35557274727486,31.579343083294702@74.35561312557058,31.579150066996462@74.35602588149195,31.579199754399113@74.35598998967265,31.57939468164281@74.35557274727486,31.579343083294702
polygon_aq4m380s;74.35734734081535,31.57857437565127@74.3573652030185,31.578422203345525@74.35738008818745,31.578320755004313@74.35788320689969,31.578376551605416@74.35787129876496,31.57847039126949@74.35790404613704,31.578493217119785@74.35789809206864,31.5785160429636@74.35786236766344,31.578531260190303@74.35785045952761,31.578614954890966@74.35765397529744,31.578599737677933@74.35765397529744,31.57856423083902@74.35756466428285,31.57854647741364@74.35755871021553,31.57859466527333@74.35734734081535,31.57857437565127
Department of Computer Science;74.35743367479571,31.57851350675864@74.35744558293047,31.578427275759495@74.35751107767459,31.578432348174132@74.35750214657301,31.57851857916853@74.35743367479571,31.57851350675864
Department of Mathematics;74.35768969970266,31.578549013617717@74.35770458487161,31.57841713093127@74.35778794181775,31.578427275759495@74.35778496478457,31.578467855063238@74.35777305664885,31.578508434349317@74.35777305664885,31.578554086024795@74.35768969970266,31.578549013617717
AlKhwarizmi Institute of Computer Sciences;74.35758772882153,31.57822699274827@74.35763098904809,31.577971314224612@74.35793381063402,31.578003562005264@74.35792029181331,31.578095698458398@74.35796084827538,31.578130249605664@74.3579067729907,31.57816480073933@74.35789055040749,31.578256937033927@74.3577634734923,31.57824772340814@74.35772291702833,31.578270757469625@74.35768776809536,31.578236206375266@74.35758772882153,31.57822699274827
Institute of Environmental Engineering;74.3569328781185,31.57757540498534@74.35694900651208,31.57738647574621@74.35702964848454,31.577393345906756@74.35704577687815,31.57732464427582@74.3571425472442,31.577338384605596@74.35712641885061,31.57740365114728@74.35718286822967,31.577407086226998@74.35715867563925,31.577606320642474@74.3569328781185,31.57757540498534
Research Centre;74.35703771268135,31.577341819688314@74.35704174478042,31.577293728524623@74.35688449293622,31.577283423272604@74.35691674972489,31.57708418816695@74.35764252746802,31.57715632506472@74.3576586558616,31.577118539077404@74.35777558672041,31.57712540925833@74.35773123363583,31.577379605584525@74.3571425472442,31.577310903943427@74.35713448304739,31.577352124933896@74.35703771268135,31.577341819688314
polygon_aw6n99nf;74.35688699848862,31.580685762946146@74.35686628606788,31.580522546692663@74.3566539837467,31.580469611630093@74.35665916185098,31.580390208980262@74.3566798742736,31.580266693612955@74.35669023048396,31.580178468249798@74.3567109429047,31.58001083983011@74.35676790206463,31.57984762239475@74.35699056059806,31.57987850139118@74.35742034334652,31.579949081915515@74.3574048090301,31.580072597703747@74.35738927471357,31.580160823167134@74.35746694629611,31.58016964570848@74.35743069955694,31.580469611630093@74.35727017828953,31.580460789117197@74.35721839723573,31.580725464153616@74.35688699848862,31.580685762946146
Mining and Petroleum Department;74.35695949196509,31.580619594228878@74.35689735470089,31.58042991031367@74.3569387795443,31.580363741415567@74.35722875344615,31.58042549905541@74.35718732860275,31.580659295465367@74.35695949196509,31.580619594228878
Department of Geological, Petroleum And Mining Engineering;74.35739445281965,31.58042549905541@74.35721839723573,31.58039903150072@74.35715625996971,31.5803725639377@74.35698020438576,31.58008142025426@74.35703198544147,31.579900557810575@74.35708376649521,31.57990496909366@74.35735302797625,31.579944670633722@74.35731160313284,31.580134355537297@74.35735302797625,31.580209347136616@74.35743069955694,31.580209347136616@74.35739445281965,31.58042549905541
Petroleum and Gas Engineering Department;74.3567109429047,31.58033727384256@74.35673165532731,31.580134355537297@74.35697502628153,31.58016964570848@74.35696467007114,31.580359330154238@74.3567109429047,31.58033727384256
polygon_r2y6mb11;74.3566504740624,31.58132685018363@74.3566504740624,31.581265867354873@74.35656587400416,31.581246463719665@74.35654635091458,31.581215972283957@74.35656587400416,31.581110638157867@74.35666999715315,31.581116182062004@74.35668301254731,31.581060743003817@74.35679038954396,31.581071830817734@74.35678062799863,31.581124497918054@74.35692379732785,31.581138357676238@74.3569140357825,31.58118270888886@74.3568880049952,31.581227060080337@74.35686522805682,31.58129913072132@74.35673507412065,31.581288042933494@74.3567220587276,31.58133239407489@74.3566504740624,31.58132685018363
polygon_vb0u9hq0;74.35667650484964,31.581016391733158@74.35669602794036,31.580916601297503@74.35687824345106,31.580949864787613@74.35685872036032,31.581041339324926@74.35667650484964,31.581016391733158
polygon_14kzxswp;74.35685221266382,31.58109955034763@74.35685872036032,31.58104965518767@74.35697911275119,31.58106351495691@74.35697260505353,31.581105094253388@74.35685221266382,31.58109955034763
polygon_ofd7w4bn;74.35655936630766,31.581041339324926@74.35655936630766,31.580999760000978@74.3566504740624,31.581002531956898@74.35665372791127,31.581041339324926@74.35655936630766,31.581041339324926
polygon_6h0d3u74;74.35694332041854,31.58130467461423@74.35693681272204,31.581221516182822@74.35694982811506,31.581171621087165@74.3570539512641,31.581171621087165@74.3570669666571,31.581082918631267@74.35700188968957,31.581074602771466@74.35701490508376,31.58094709283013@74.3572036282898,31.580960952614646@74.35720037444213,31.581038567371166@74.35717434365492,31.581082918631267@74.35716783595842,31.581163305236288@74.35726219756077,31.58117439303794@74.35724267447128,31.581337937965813@74.35694332041854,31.58130467461423
polygon_tos6j71s;74.35645849700751,31.581337937965813@74.35651381242963,31.58081958271535@74.3573533053167,31.580916601297503@74.35733703607485,31.581448815720393@74.35645849700751,31.581337937965813
polygon_tpxm6slk;74.35630197365694,31.5826702491229@74.35644946980466,31.581367071954276@74.35733444669702,31.58147836327798@74.35730494746784,31.582002507725804@74.35730073329151,31.582138928400127@74.35722066395326,31.582724099027388@74.35630197365694,31.5826702491229
Zohra Hall (Girl's Hostel);74.35676004484279,31.58230440814009@74.3567779077986,31.582247343429856@74.3568225651899,31.58222071322035@74.35689401701651,31.582228321852185@74.35693867440779,31.582186474367887@74.3568761540607,31.582175061414063@74.35688508553861,31.582144626864093@74.35693867440779,31.58213701822541@74.35692527719175,31.58209897502053@74.35679130501632,31.582076149090724@74.3567957707561,31.58198484531411@74.35707711232297,31.581992453965952@74.35709050953906,31.581908758766033@74.35715302988777,31.58192778040889@74.35715302988777,31.581988649639783@74.3571440984098,31.582156039821655@74.35709944101859,31.58235005988307@74.35682703092962,31.582312016765158@74.35676004484279,31.58230440814009
Staff Colony Masjid;74.35690296829881,31.58268168878658@74.35691990350679,31.582502383430608@74.35701909543556,31.582508566379758@74.35705296584982,31.582531237189542@74.35715215778029,31.582549786029304@74.3571279646253,31.582706420532418@74.35690296829881,31.58268168878658
polygon_f80dg3g8;74.35674087417121,31.582574517810883@74.35675780937919,31.5824714686794@74.3568279695233,31.582475590646666@74.35683522747038,31.582442614901936@74.35688603309256,31.582454980807782@74.35686667856893,31.582562151920897@74.35680619568572,31.582558029957468@74.35679893774048,31.582580700754505@74.35674087417121,31.582574517810883
polygon_o6n1fec7;74.35662232771878,31.582586883698454@74.356697326496,31.5825786397736@74.35670700375698,31.58251681031082@74.35673845485553,31.5825250542419@74.35673119691026,31.582582761736106@74.35673119691026,31.582636347234626@74.35661506977345,31.58262398135288@74.35662232771878,31.582586883698454
polygon_7si1sz4j;74.35641426660032,31.582543603082883@74.35642152454557,31.58243437096432@74.35650861989774,31.582446736870494@74.35650861989774,31.582417883086137@74.35658603798888,31.582422005055733@74.35658603798888,31.582454980807782@74.35665135950345,31.582454980807782@74.3566465208738,31.582543603082883@74.35662474703446,31.582562151920897@74.35657152209657,31.582566273884197@74.3565763607279,31.582537420136063@74.35646991085389,31.582522993259005@74.35646507222253,31.582551847011587@74.35641426660032,31.582543603082883
polygon_y2hsvzfi;74.35663926292679,31.582432309979396@74.35664410155812,31.582386968306153@74.35675297074786,31.582397273233696@74.35674571280259,31.582440553917237@74.35663926292679,31.582432309979396
polygon_gn2401lu;74.35706941633501,31.58188986191756@74.35707486170776,31.58178316780935@74.35725455898108,31.581801723315166@74.35724366823763,31.581903778530688@74.35706941633501,31.58188986191756
Faculty Appartments;74.3564696041428,31.58218341353961@74.35647242265162,31.582152199771414@74.35646114861828,31.582113782811405@74.35654288536261,31.582118584932957@74.35655134088717,31.582084970081482@74.35647242265162,31.58208256901989@74.35649215220946,31.5820513552179@74.35649215220946,31.582003333963968@74.35657670746468,31.582015339279764@74.35658516298926,31.582060959466247@74.35661334807364,31.582060959466247@74.3566218036002,31.582020141405465@74.35667817376898,31.58202734459404@74.35669790332685,31.58204655309379@74.35671199587105,31.58207296477461@74.35670635885339,31.582096975386804@74.35667253675129,31.58209457432551@74.35666126271792,31.582123387053343@74.35669508482002,31.58213779341392@74.35668381078463,31.582205023065697@74.35659361851575,31.5821954188322@74.35660489254911,31.582159402949742@74.35656261492252,31.582149798712408@74.35655134088717,31.582185814598617@74.3564696041428,31.58218341353961
polygon_rp94lhtr;74.35650060773602,31.581856868985284@74.35659361851575,31.581859270052718@74.35658798149811,31.58183045724408@74.35651188176936,31.581820852971987@74.35652597431152,31.581792040151512@74.35652879282046,31.581758425182244@74.35657670746468,31.581760826252193@74.3566020740403,31.581741617693552@74.35662744061585,31.581724810200924@74.35666689973561,31.581729612342485@74.35668944780235,31.581748820903613@74.35667817376898,31.581775232667923@74.35674581797113,31.58178243587544@74.35674018095548,31.58184966578358@74.35670635885339,31.581856868985284@74.35670354034454,31.581885681786616@74.35674299946226,31.581885681786616@74.35672045139555,31.581916895644113@74.35671199587105,31.58195531268521@74.3566218036002,31.58194330736167@74.35662744061585,31.5819072913809@74.35659643702257,31.581902489249373@74.35659925553142,31.581936104166644@74.35655134088717,31.581938505231136@74.35651470027824,31.5819072913809@74.35650060773602,31.581883280719907@74.35650060773602,31.581856868985284
polygon_4typ335k;74.35648651120715,31.58164520955974@74.35649938150078,31.581572846235943@74.35652769614714,31.58156407492055@74.35650967773532,31.581539953797844@74.35652769614714,31.581507061348162@74.35653284426533,31.58147636171752@74.3566383806735,31.581493904364734@74.35662293632072,31.58165178804103@74.35648651120715,31.58164520955974
polygon_47g96dsz;74.35664095473257,31.581572846235943@74.35664867690801,31.581509254178812@74.35669500996616,31.5815136398392@74.35673104678798,31.581502675687503@74.35679539825614,31.581509254178812@74.35683400913697,31.581528989649257@74.35684430537341,31.581559689262562@74.35684173131429,31.581612317147233@74.35687004596068,31.58161889563003@74.35685460160795,31.581684680439665@74.35671817649435,31.58166933065523@74.3567207505534,31.581575039065044@74.35664095473257,31.581572846235943
polygon_fjduqdf1;74.35688806437062,31.58169564456992@74.3569086568416,31.58152460398962@74.35702963760244,31.581542146627726@74.35701934136787,31.581581617551237@74.35702706354337,31.5816145099746@74.35701934136787,31.581700030221526@74.3570579522488,31.581702223047657@74.35705537818967,31.581726344128356@74.35708626689515,31.581726344128356@74.35707597065877,31.58177020062216@74.35699102672152,31.581752658026943@74.35699360077876,31.581704415872935@74.35688806437062,31.58169564456992
polygon_gkoqlkza;74.35709141501152,31.58171757282662@74.35711458154148,31.581550917945165@74.35725358071235,31.581577231894087@74.35723041418422,31.58172853695305@74.35709141501152,31.58171757282662
polygon_n33g6p20;74.35707082254243,31.581897384338447@74.35707082254243,31.581787743214036@74.35725358071235,31.58180967144908@74.35725100665323,31.58190396280193@74.35707082254243,31.581897384338447
polygon_vjrnge5l;74.35900354587682,31.579420552533804@74.3590342236414,31.57942669350976@74.35903740876438,31.579431263538154@74.35902902686178,31.57946368216922@74.35901569801695,31.57951506409742@74.35901033360003,31.579517777549484@74.35898015874861,31.579511779392675@74.35897747653883,31.579507780621455@74.35898082930044,31.579493213667703@74.3589926792643,31.579446712128146@74.35899754076809,31.579427432323243@74.3589987142343,31.579423005108538@74.35900354587682,31.579420552533804
polygon_njx753qx;74.3587822691457,31.57817912485251@74.35934352047192,31.578237557778195@74.35934573302634,31.578243840886188@74.3593361452896,31.5783286628034@74.35945267315984,31.57834060069635@74.35940379608047,31.578675718956205@74.3592695677749,31.57866252448993@74.35925847425332,31.578725674989414@74.35871149964507,31.578669031536833@74.35870725891581,31.57866557583972@74.35870744329546,31.578650810600777@74.35870928708991,31.57863384628004@74.35871592475533,31.578597404406693@74.35861857235707,31.578587979779442@74.35866061068768,31.578291056036292@74.35866872338758,31.57828791448361@74.35875796308585,31.578296082520026@74.35877566352261,31.578179845017473@74.3587822691457,31.57817912485251
polygon_ugqbnbiz;74.35805640620842,31.579362967834513@74.35808892799241,31.579368537560214@74.35809295130574,31.579372393524054@74.35808490467906,31.57941195284633@74.35807937262351,31.579414951928@74.35804601264917,31.579409239391182@74.35804232461169,31.579404383735096@74.35805087415281,31.57936525284974@74.35805322108416,31.579363967529318@74.35805640620842,31.579362967834513
polygon_kxjt9pdg;74.35811206183396,31.579322837378427@74.35821264467151,31.57933897530752@74.35821650034757,31.57934340252679@74.35820962718716,31.579377820576624@74.35820476568341,31.57938053403268@74.35810267410238,31.57936582424574@74.35809881842633,31.57936153984086@74.35810686505434,31.57932683615762@74.35810778706468,31.5793254080223@74.35811206183396,31.579322837378427
polygon_stfncj9b;74.35825839939704,31.579188093023575@74.35829829725594,31.579191377740315@74.35830232056927,31.579196090593342@74.35830081182709,31.579215798887475@74.35830382931144,31.579217941093233@74.35833350124838,31.57922065455338@74.35833702164848,31.57922465333695@74.3583316913003,31.5792769523584@74.35832716507372,31.579280094257925@74.35822591168301,31.57927181106838@74.35822239128413,31.57926795509981@74.35822641459751,31.57922896697184@74.35823194665309,31.57922568225699@74.35824535769925,31.579226681952207@74.35824921337402,31.579224254119424@74.35825323681868,31.57919183535668@74.35825497991746,31.579189821376467@74.35825839939704,31.579188093023575
polygon_9fhz9zb8;74.35816140466144,31.5791827137747@74.35821020736245,31.579186941828993@74.35821372281117,31.57919134605119@74.35821103452787,31.57921777138202@74.35820586474972,31.57922059008291@74.35815726883891,31.57921600969341@74.35815375339018,31.57921107696548@74.35815668761842,31.579185541870373@74.35816140466144,31.5791827137747
polygon_vbzxouub;74.35882001522853,31.57810044369488@74.35899517524706,31.577289884836077@74.35974756714995,31.57738484607131@74.35958434985952,31.578202186987312@74.35882001522853,31.57810044369488
polygon_f6gqkq27;74.35338301722939,31.580343553944672@74.35338301722939,31.58035594523983@74.35338301722939,31.58035594523983@74.35338301722939,31.580343553944672@74.35338301722939,31.580343553944672
polygon_fqesicok;74.36046205905976,31.57932513187353@74.36045966282813,31.57932272187753@74.3604580604991,31.579321356829027@74.36045794896413,31.579319452990774@74.36046115362075,31.579291848664084@74.3604623998757,31.57928790518858@74.36046578256799,31.57928532676199@74.36046756237675,31.57928487017486@74.36059521451122,31.579296397258332@74.36059859721169,31.579300340733937@74.36059468040978,31.5793332535809@74.36058870058514,31.57933744516987@74.36046205905976,31.57932513187353
polygon_x7r6g7ns;74.3592366512602,31.579090865258976@74.35946467775679,31.57911932959803@74.3594670692899,31.579120505199256@74.35946923890307,31.579124201865568@74.35945622121591,31.57919961383388@74.35943734553013,31.579307001764093@74.35943517109038,31.579319207078967@74.35943278451512,31.579319946410934@74.35942887920811,31.57932105540857@74.35937008265128,31.579313662090755@74.35920562549799,31.57929296074822@74.35920931384288,31.579296842241277@74.35920475765278,31.57932197952401@74.35919911665363,31.57932493685108@74.35917004381756,31.579321425025597@74.35917460000934,31.57932567618299@74.35917308127927,31.57932789417802@74.35916982685706,31.579343235309764@74.35917286431715,31.57934730163346@74.35919824880835,31.57935155278969@74.35922882985744,31.57935727842367@74.3592305655373,31.579361344746232@74.35922752807727,31.57937058638882@74.35923143338263,31.579374837543995@74.35928090059716,31.579383709519178@74.35928480590246,31.57938019769591@74.35928871120947,31.579367629063213@74.35929413524642,31.579364671737494@74.35933427311699,31.579372434717357@74.35933644273177,31.579376316206336@74.35932971692526,31.57940089896975@74.35933232046264,31.579404780458248@74.35936009153082,31.57941051027366@74.35936508164352,31.579407737782674@74.359374627948,31.579370216722694@74.35937918413973,31.5793681835614@74.35942713262264,31.579377240370604@74.35943038704477,31.579381491525453@74.3594110359686,31.57946038029347@74.35940951715364,31.57946629486092@74.35940496095887,31.57946851285452@74.35929734807388,31.57944929025689@74.35920787104678,31.57943355662215@74.35920309789455,31.579436698778252@74.35919268374482,31.57947828612872@74.35918769363212,31.579481058618313@74.35906966659573,31.579460172529764@74.35906511053386,31.57945961670532@74.35906142218906,31.57945388689288@74.35907791125882,31.57938679260704@74.35909526773284,31.579315632312472@74.35909917303815,31.579312120485895@74.35909656950074,31.579308423827115@74.35911550857077,31.579200275556886@74.35911973862758,31.579197318234776@74.35920674017359,31.57920711439344@74.35920912675053,31.579210626223258@74.35923082289042,31.579092517767677@74.35923299250521,31.579091963267174@74.3592366512602,31.579090865258976
polygon_e27apeze;74.35940608577135,31.579356784132614@74.35940232876351,31.579352404290532@74.3594058880334,31.57932376685315@74.35941142467769,31.579320229287262@74.35948557615234,31.57932915743035@74.35948953089812,31.579332694996566@74.35948498294167,31.579362848530053@74.3594798417717,31.579365880728233@74.35940608577135,31.579356784132614
polygon_vcd4mjfr;74.35942839233127,31.57945866071475@74.35942384437337,31.57945428087679@74.35943709276967,31.57938656182141@74.35944164072757,31.579383024257268@74.35949463431592,31.579389594018835@74.35949918227232,31.57939380540394@74.35948514292744,31.579463209007713@74.35947960628309,31.57946674656813@74.35942839233127,31.57945866071475
polygon_3yftxmqm;74.35927571645774,31.57951446491181@74.3592709707417,31.579509947138263@74.35927868249522,31.57947305544195@74.35928323045314,31.57946884405986@74.35936113893709,31.57948114129408@74.35936410499642,31.579484005033336@74.35936667557988,31.579474066173532@74.35937240996208,31.579471202433993@74.35947622202806,31.579487205683392@74.35948017679402,31.579490375816462@74.35946752160984,31.579541080829003@74.35946238043982,31.57954411302144@74.35935856837384,31.579527604416@74.35935540457814,31.579524235312903@74.35935125209454,31.579526930595776@74.35927571645774,31.57951446491181
polygon_ibmi8raw;74.36051199158624,31.579204965390502@74.36079013707263,31.579232219932493@74.36079436742133,31.57923672481516@74.36078722870619,31.57930001838811@74.36078061878646,31.57930204558403@74.36050432406464,31.579274791054104@74.3604995649226,31.579270286173298@74.36050564604903,31.57920834404601@74.36051199158624,31.579204965390502
polygon_lo3lhwzl;74.35868812365533,31.5790200514204@74.35874445004481,31.5790234789564@74.35874947918583,31.57902747774841@74.3587483057195,31.579037046285777@74.35875216139556,31.579041045077204@74.35879172397858,31.579042901659264@74.35879658548231,31.579040045379486@74.35879658548231,31.579033618750287@74.35880127934743,31.5790303340286@74.35886313779372,31.57903490407638@74.35886776755646,31.579039816568525@74.35886625881432,31.579049956360052@74.35886977921314,31.579052527011797@74.3588813462411,31.57905352670801@74.35888570483036,31.579057525498726@74.35887883150562,31.579130811358112@74.35887379995316,31.579134666288@74.35886072418413,31.579133523777557@74.35885636559357,31.579136665681915@74.35885468921276,31.579145520138923@74.35884915715724,31.579148662042925@74.3587839436588,31.57914416763711@74.35878053418753,31.579140206593678@74.35878154001523,31.579127638976615@74.35877835489231,31.579123783002686@74.35873862467199,31.579120212656065@74.35873326025381,31.579123497374596@74.35873275733928,31.57913677906197@74.35872757216737,31.57913971248101@74.35866705482593,31.57913499962514@74.35866353442708,31.579131000837748@74.35866470789341,31.579120004171358@74.35866118748322,31.579115148497706@74.35865247028539,31.579114577238514@74.35864844697201,31.579110150008916@74.35865534077669,31.579037578434637@74.35866070519495,31.579034722155257@74.35867763664004,31.579036150295224@74.35868182759063,31.57903272275918@74.35868283341057,31.579023011390987@74.35868812365533,31.5790200514204
polygon_n4ratac1;74.35896021229775,31.579048581736174@74.35901852738948,31.579053162133903@74.35902245642183,31.579057918701196@74.35902142246613,31.579064965466713@74.35902473112321,31.579069193525655@74.35906526217923,31.579072364570408@74.35906939800171,31.579069369695333@74.3590706387491,31.579062146760435@74.35907518815347,31.579058799546956@74.35913598473837,31.5790633799449@74.35914032735104,31.57906848884967@74.35913887981346,31.579078001981628@74.35914260205396,31.579081173026097@74.35915438914617,31.57908223004067@74.35915798679287,31.579086987154824@74.35915095589536,31.579159568792647@74.35914619315022,31.579163094056526@74.3591327517288,31.57916186087401@74.35912861590629,31.579165736590923@74.359126961577,31.57917542588318@74.35912303254634,31.579178596922944@74.35905727297506,31.579174016530672@74.35905334394275,31.579169612307652@74.35905417110826,31.579155342622954@74.35905003528578,31.57915199541219@74.35901095176726,31.579149881384637@74.35900660915507,31.579152876260423@74.35900578199121,31.579164679580586@74.35899999183943,31.57916837912788@74.35894157285881,31.579163931226503@74.35893640308231,31.5791589984958@74.35893764382811,31.579147195174926@74.35893392158758,31.579144376471106@74.35892482278035,31.579143847963834@74.35892068695793,31.579139619908247@74.35892752060684,31.57906791933462@74.35893269038496,31.579064043613656@74.35895047441898,31.579065276797422@74.35895398986776,31.579061753414365@74.35895543740531,31.579051711772934@74.35896021229775,31.579048581736174
polygon_pbt9qbog;74.35875288155745,31.578980251092247@74.35877450686769,31.57897768043904@74.35877953600999,31.578980822348655@74.3587835593234,31.57901752555722@74.35878020656179,31.57902180997729@74.35875874889015,31.57902309530357@74.35875321683338,31.579019667767028@74.35874952879593,31.57898439270062@74.35875288155745,31.578980251092247
polygon_wdp7j263;74.35800580789967,31.579051919868874@74.3581524067526,31.579065487343385@74.35815540162542,31.579065784558793@74.35815856413726,31.57907131577683@74.35813049703975,31.57930360179077@74.35812725071018,31.579305672587488@74.35812417201657,31.579306029620938@74.35797639969732,31.57929462756067@74.35797399231939,31.57929398316014@74.35797013664467,31.579289270311506@74.3579766743209,31.57923485853101@74.35798560999257,31.57915790265335@74.35799689009892,31.5790587475026@74.35799789894051,31.579055342728225@74.35800135050629,31.579052631600987@74.35800580789967,31.579051919868874
polygon_8d28yc00;74.35816138978174,31.579007925330828@74.35826716940147,31.579020921406837@74.35838029817751,31.579034779713353@74.35838415385356,31.57903934976042@74.35837711306431,31.579080556288346@74.35837208392323,31.57908369819448@74.35815298322461,31.579055135629304@74.3581499299926,31.579052865887956@74.35814888841857,31.57905073896051@74.35815287598686,31.57902690430709@74.35815587559998,31.579010631152798@74.35815871651077,31.579008635578823@74.35816138978174,31.579007925330828
